Tile Index,Sub-Tile Index,Building Density,Building Height Avg,Building Height Stdev,Tree Density,Tree Height Avg,Tree Height Stdev,Shadow Factor 8am (With CDSM),Shadow Factor 12pm (With CDSM),Shadow Factor 4pm (With CDSM),Sky View Factor (With CDSM),Shadow Factor 8am (Without CDSM),Shadow Factor 12pm (Without CDSM),Shadow Factor 4pm (Without CDSM),Sky View Factor (Without CDSM)
2537_1153,41,27.134999999999998,10.155518531799316,5.370255470275879,25.5,4.042058823529412,3.548860031890742,0.45801795,0.6325189,0.41516477,,0.64889586,0.8624011,0.64303255,
2537_1153,42,37.1625,13.548806190490723,6.873010158538818,16.1175,3.6029160850007758,3.063301573686179,0.28473413,0.55927825,0.2226797,,0.49346912,0.8113152,0.38699865,
2537_1153,43,33.629999999999995,12.94379997253418,6.267570972442627,14.647499999999999,5.3014166239972695,4.299062922420061,0.4295715,0.6083466,0.20924065,,0.54960716,0.7842034,0.3132037,
2537_1153,44,24.05,8.733263969421387,4.536884784698486,22.8975,5.714051752374713,4.257234089647543,0.48427752,0.6456907,0.30638292,,0.7255708,0.90270996,0.5204394,
2537_1154,00,22.3,9.645739555358887,5.1295390129089355,30.307499999999997,5.206302070444609,4.790273065017741,0.41039917,0.5500673,0.28699258,,0.7713432,0.90776217,0.65873104,
2537_1154,01,19.0775,17.9749698638916,10.422286987304688,14.7,4.315476190476191,3.261760293985366,0.4939071,0.61929876,0.37633067,,0.8306885,0.91785645,0.6950609,
2537_1154,02,12.83,15.684918403625488,7.510624885559082,14.37,4.792101600556715,3.34198324656134,0.64299077,0.6814617,0.5104365,,0.81793916,0.8607911,0.7081524,
2537_1154,03,8.2925,7.974676132202148,3.551586866378784,9.4475,5.771897327335274,3.7390884028319498,0.87710595,0.9141158,0.78516984,,0.95790005,0.99130976,0.90174204,
2537_1154,04,13.377500000000001,7.435619354248047,2.898699998855591,2.025,2.05679012345679,1.96116230789987,0.8831556,0.9528716,0.8110163,,0.91906494,0.98140174,0.8457342,
2537_1154,10,12.3475,12.564082145690918,8.54212474822998,16.3175,4.753332311935039,4.033391821045511,,,,,,,,
2537_1154,11,11.32,13.956934928894043,7.8345947265625,14.015,5.107028184088477,3.436228650235778,0.64437985,0.7625541,0.5755005,,0.8649695,0.91927683,0.82446873,
2537_1154,12,3.7525000000000004,10.822784423828125,4.241137504577637,13.889999999999999,6.06695464362851,3.9549545362534735,0.6632147,0.7927088,0.67216593,,0.92842925,0.9932335,0.9605635,
2537_1154,13,21.4725,10.555827140808105,4.600496768951416,13.23,4.734504913076342,3.638314924256983,0.62266237,0.79205215,0.5980495,,0.794889,0.9455383,0.77657926,
2537_1154,14,10.8875,9.253731727600098,4.613429069519043,5.4175,3.9224734656206737,2.9550528900405326,0.6354568,0.78297365,0.64011675,,0.8459017,0.9505118,0.8416666,
2537_1154,20,7.7,6.250649452209473,2.8588263988494873,16.6025,6.237012498117753,4.343082020954848,,,,,,,,
2537_1154,21,10.8575,5.884411811828613,3.5744757652282715,19.0025,6.487172740428891,4.706977515305033,0.7100745,0.80501235,0.72389144,,0.951236,0.988488,0.92823416,
